Phrase1,Phrase2,Similarity
What is the ROE of the Indian market?,Airlines profitability Brazil?,0.2691135
What is the ROE of the Indian market?,Mergers among airline companies?,0.282712
What is the ROE of the Indian market?,Which are the most profitable airports?,0.5832509
What is the ROE of the Indian market?,What has the capacity movement of airline companies been over the years?,0.5499642
What is the ROE of the Indian market?,Details of the Aban Abraham oil rig?,0.30744165
What is the ROE of the Indian market?,How big is the airlines industry in China?,0.5687077
What is the ROE of the Indian market?,How much money did Lloyd's of London make last year?,0.41612953
What is the ROE of the Indian market?,What was the Calendar year COR versus the Accident year COR for Lloyd's?,0.553735
What is the ROE of the Indian market?,Which Lloyd's syndicates owns the maximum number of assets?,0.45704
What is the ROE of the Indian market?,List key performance indicators for AXA?,0.3578158
What is the ROE of the Indian market?,What are the most prominent legal cases?,0.5158337
What is the ROE of the Indian market?,How does oil industry perform in Brazil?,0.5075395
What is the ROE of the Indian market?,What is the main driver of growth in automobile industry in Europe?,0.6113191
What is the ROE of the Indian market?,Which country in Europe is going to grow the most in 2020?,0.6062094
What is the ROE of the Indian market?,What are the biggest acquisitions in 2020?,0.57407665
What is the ROE of the Indian market?,How impacted is the airline industry in 2020?,0.5421244
What is the ROE of the Indian market?,What are the most prominent bankruptcies in 2020?,0.49836946
What profits were clocked by Cholamandalam in 2020?,What is the premiums market share of the top 5 companies in India?,0.64887536
What profits were clocked by Cholamandalam in 2020?,How will the Brazilian insurance market perform in case of a sluggish economic scenario?,0.5426942
What profits were clocked by Cholamandalam in 2020?,Which are the main distribution channels in India?,0.50229275
What profits were clocked by Cholamandalam in 2020?,What are the risks in the motor insurance segment in India?,0.62079144
What profits were clocked by Cholamandalam in 2020?,What is the demand potential of India for insurance?,0.5436125
What profits were clocked by Cholamandalam in 2020?,How do premiums break down by lines of business in India?,0.611507
What profits were clocked by Cholamandalam in 2020?,What is the share price of Qantas?,0.5271765
What profits were clocked by Cholamandalam in 2020?,How many passengers are carried in ?,0.51430714
What profits were clocked by Cholamandalam in 2020?,Which are the aircrafts manufactured by Boeing?,0.5423633
What profits were clocked by Cholamandalam in 2020?,Kdo je nejv?tí konkurent ?eské Poji?ovny?,0.07046568
What profits were clocked by Cholamandalam in 2020?,Which are the top airports?,0.5017898
What profits were clocked by Cholamandalam in 2020?,How many fatal air accidents till date?,0.37459338
What profits were clocked by Cholamandalam in 2020?,What is the flow of air traffic in North America?,0.43453634
What profits were clocked by Cholamandalam in 2020?,What is the fleet of Airbus?,0.46622768
What profits were clocked by Cholamandalam in 2020?,Airlines profitability Brazil?,0.3489223
What profits were clocked by Cholamandalam in 2020?,Mergers among airline companies?,0.36101228
What profits were clocked by Cholamandalam in 2020?,Which are the most profitable airports?,0.56427944
What profits were clocked by Cholamandalam in 2020?,What has the capacity movement of airline companies been over the years?,0.5688665
What profits were clocked by Cholamandalam in 2020?,Details of the Aban Abraham oil rig?,0.34598315
What profits were clocked by Cholamandalam in 2020?,How big is the airlines industry in China?,0.5270964
What profits were clocked by Cholamandalam in 2020?,How much money did Lloyd's of London make last year?,0.47568458
What profits were clocked by Cholamandalam in 2020?,What was the Calendar year COR versus the Accident year COR for Lloyd's?,0.5118645
What profits were clocked by Cholamandalam in 2020?,Which Lloyd's syndicates owns the maximum number of assets?,0.49101332
What profits were clocked by Cholamandalam in 2020?,List key performance indicators for AXA?,0.32558882
What profits were clocked by Cholamandalam in 2020?,What are the most prominent legal cases?,0.46658576
What profits were clocked by Cholamandalam in 2020?,How does oil industry perform in Brazil?,0.4323238
What profits were clocked by Cholamandalam in 2020?,What is the main driver of growth in automobile industry in Europe?,0.5597796
What profits were clocked by Cholamandalam in 2020?,Which country in Europe is going to grow the most in 2020?,0.53338325
What profits were clocked by Cholamandalam in 2020?,What are the biggest acquisitions in 2020?,0.5922967
What profits were clocked by Cholamandalam in 2020?,How impacted is the airline industry in 2020?,0.509193
What profits were clocked by Cholamandalam in 2020?,What are the most prominent bankruptcies in 2020?,0.5298945
What is the premiums market share of the top 5 companies in India?,How will the Brazilian insurance market perform in case of a sluggish economic scenario?,0.6997645
What is the premiums market share of the top 5 companies in India?,Which are the main distribution channels in India?,0.5958582
What is the premiums market share of the top 5 companies in India?,What are the risks in the motor insurance segment in India?,0.74181217
What is the premiums market share of the top 5 companies in India?,What is the demand potential of India for insurance?,0.6508292
What is the premiums market share of the top 5 companies in India?,How do premiums break down by lines of business in India?,0.71826833
What is the premiums market share of the top 5 companies in India?,What is the share price of Qantas?,0.7779697
What is the premiums market share of the top 5 companies in India?,How many passengers are carried in ?,0.46657032
What is the premiums market share of the top 5 companies in India?,Which are the aircrafts manufactured by Boeing?,0.48134592
What is the premiums market share of the top 5 companies in India?,Kdo je nejv?tí konkurent ?eské Poji?ovny?,0.045853764
What is the premiums market share of the top 5 companies in India?,Which are the top airports?,0.61204654
What is the premiums market share of the top 5 companies in India?,How many fatal air accidents till date?,0.3627519
What is the premiums market share of the top 5 companies in India?,What is the flow of air traffic in North America?,0.5348369
What is the premiums market share of the top 5 companies in India?,What is the fleet of Airbus?,0.58241427
What is the premiums market share of the top 5 companies in India?,Airlines profitability Brazil?,0.33348718
What is the premiums market share of the top 5 companies in India?,Mergers among airline companies?,0.40223646
What is the premiums market share of the top 5 companies in India?,Which are the most profitable airports?,0.6138288
What is the premiums market share of the top 5 companies in India?,What has the capacity movement of airline companies been over the years?,0.65258145
What is the premiums market share of the top 5 companies in India?,Details of the Aban Abraham oil rig?,0.3272624
What is the premiums market share of the top 5 companies in India?,How big is the airlines industry in China?,0.6944585
What is the premiums market share of the top 5 companies in India?,How much money did Lloyd's of London make last year?,0.5022042
What is the premiums market share of the top 5 companies in India?,What was the Calendar year COR versus the Accident year COR for Lloyd's?,0.56816626
What is the premiums market share of the top 5 companies in India?,Which Lloyd's syndicates owns the maximum number of assets?,0.5563764
What is the premiums market share of the top 5 companies in India?,List key performance indicators for AXA?,0.40139264
What is the premiums market share of the top 5 companies in India?,What are the most prominent legal cases?,0.55374765
What is the premiums market share of the top 5 companies in India?,How does oil industry perform in Brazil?,0.59537816
What is the premiums market share of the top 5 companies in India?,What is the main driver of growth in automobile industry in Europe?,0.7078792
What is the premiums market share of the top 5 companies in India?,Which country in Europe is going to grow the most in 2020?,0.65987265
What is the premiums market share of the top 5 companies in India?,What are the biggest acquisitions in 2020?,0.6768516
What is the premiums market share of the top 5 companies in India?,How impacted is the airline industry in 2020?,0.6420123
What is the premiums market share of the top 5 companies in India?,What are the most prominent bankruptcies in 2020?,0.6195366
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,Which are the main distribution channels in India?,0.5002996
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,What are the risks in the motor insurance segment in India?,0.70234513
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,What is the demand potential of India for insurance?,0.6284055
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,How do premiums break down by lines of business in India?,0.66181266
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,What is the share price of Qantas?,0.5321996
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,How many passengers are carried in ?,0.5064992
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,Which are the aircrafts manufactured by Boeing?,0.4376737
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,Kdo je nejv?tí konkurent ?eské Poji?ovny?,0.09606698
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,Which are the top airports?,0.49745256
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,How many fatal air accidents till date?,0.47149685
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,What is the flow of air traffic in North America?,0.5083569
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,What is the fleet of Airbus?,0.48953944
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,Airlines profitability Brazil?,0.3063548
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,Mergers among airline companies?,0.38512176
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,Which are the most profitable airports?,0.5413283
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,What has the capacity movement of airline companies been over the years?,0.5892844
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,Details of the Aban Abraham oil rig?,0.30127048
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,How big is the airlines industry in China?,0.6587819
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,How much money did Lloyd's of London make last year?,0.55214036
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,What was the Calendar year COR versus the Accident year COR for Lloyd's?,0.4963531
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,Which Lloyd's syndicates owns the maximum number of assets?,0.41818064
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,List key performance indicators for AXA?,0.42911404
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,What are the most prominent legal cases?,0.5074806
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,How does oil industry perform in Brazil?,0.7005921
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,What is the main driver of growth in automobile industry in Europe?,0.6621012
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,Which country in Europe is going to grow the most in 2020?,0.6442207
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,What are the biggest acquisitions in 2020?,0.57061416
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,How impacted is the airline industry in 2020?,0.65747136
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,What are the most prominent bankruptcies in 2020?,0.56471354
Which are the main distribution channels in India?,What are the risks in the motor insurance segment in India?,0.59834266
Which are the main distribution channels in India?,What is the demand potential of India for insurance?,0.6034094
Which are the main distribution channels in India?,How do premiums break down by lines of business in India?,0.51161027
Which are the main distribution channels in India?,What is the share price of Qantas?,0.5503348
Which are the main distribution channels in India?,How many passengers are carried in ?,0.52212465
Which are the main distribution channels in India?,Which are the aircrafts manufactured by Boeing?,0.58546174
Which are the main distribution channels in India?,Kdo je nejv?tí konkurent ?eské Poji?ovny?,0.03864236
Which are the main distribution channels in India?,Which are the top airports?,0.7141689
Which are the main distribution channels in India?,How many fatal air accidents till date?,0.32987982
Which are the main distribution channels in India?,What is the flow of air traffic in North America?,0.6144674
Which are the main distribution channels in India?,What is the fleet of Airbus?,0.53014255
Which are the main distribution channels in India?,Airlines profitability Brazil?,0.1977132
Which are the main distribution channels in India?,Mergers among airline companies?,0.23758413
Which are the main distribution channels in India?,Which are the most profitable airports?,0.6802548
Which are the main distribution channels in India?,What has the capacity movement of airline companies been over the years?,0.55879974
Which are the main distribution channels in India?,Details of the Aban Abraham oil rig?,0.25394002
Which are the main distribution channels in India?,How big is the airlines industry in China?,0.5660502
Which are the main distribution channels in India?,How much money did Lloyd's of London make last year?,0.42221308
Which are the main distribution channels in India?,What was the Calendar year COR versus the Accident year COR for Lloyd's?,0.43707877
Which are the main distribution channels in India?,Which Lloyd's syndicates owns the maximum number of assets?,0.58477473
Which are the main distribution channels in India?,List key performance indicators for AXA?,0.3802886
Which are the main distribution channels in India?,What are the most prominent legal cases?,0.62700945
Which are the main distribution channels in India?,How does oil industry perform in Brazil?,0.44476125
Which are the main distribution channels in India?,What is the main driver of growth in automobile industry in Europe?,0.62059
Which are the main distribution channels in India?,Which country in Europe is going to grow the most in 2020?,0.69033074
Which are the main distribution channels in India?,What are the biggest acquisitions in 2020?,0.6569121
Which are the main distribution channels in India?,How impacted is the airline industry in 2020?,0.50814617
Which are the main distribution channels in India?,What are the most prominent bankruptcies in 2020?,0.60084546
What are the risks in the motor insurance segment in India?,What is the demand potential of India for insurance?,0.64696014
What are the risks in the motor insurance segment in India?,How do premiums break down by lines of business in India?,0.6919979
What are the risks in the motor insurance segment in India?,What is the share price of Qantas?,0.5581366
What are the risks in the motor insurance segment in India?,How many passengers are carried in ?,0.57190514
What are the risks in the motor insurance segment in India?,Which are the aircrafts manufactured by Boeing?,0.57003254
What are the risks in the motor insurance segment in India?,Kdo je nejv?tí konkurent ?eské Poji?ovny?,0.04073374
What are the risks in the motor insurance segment in India?,Which are the top airports?,0.58116263
What are the risks in the motor insurance segment in India?,How many fatal air accidents till date?,0.4835243
What are the risks in the motor insurance segment in India?,What is the flow of air traffic in North America?,0.5596455
What are the risks in the motor insurance segment in India?,What is the fleet of Airbus?,0.6241673
What are the risks in the motor insurance segment in India?,Airlines profitability Brazil?,0.20534557
What are the risks in the motor insurance segment in India?,Mergers among airline companies?,0.33610433
What are the risks in the motor insurance segment in India?,Which are the most profitable airports?,0.60348964
What are the risks in the motor insurance segment in India?,What has the capacity movement of airline companies been over the years?,0.61975133
What are the risks in the motor insurance segment in India?,Details of the Aban Abraham oil rig?,0.3030701
What are the risks in the motor insurance segment in India?,How big is the airlines industry in China?,0.6207859
What are the risks in the motor insurance segment in India?,How much money did Lloyd's of London make last year?,0.47496888
What are the risks in the motor insurance segment in India?,What was the Calendar year COR versus the Accident year COR for Lloyd's?,0.56659985
What are the risks in the motor insurance segment in India?,Which Lloyd's syndicates owns the maximum number of assets?,0.51815164
What are the risks in the motor insurance segment in India?,List key performance indicators for AXA?,0.407237
What are the risks in the motor insurance segment in India?,What are the most prominent legal cases?,0.5881876
What are the risks in the motor insurance segment in India?,How does oil industry perform in Brazil?,0.54875934
What are the risks in the motor insurance segment in India?,What is the main driver of growth in automobile industry in Europe?,0.72486234
What are the risks in the motor insurance segment in India?,Which country in Europe is going to grow the most in 2020?,0.65766984
What are the risks in the motor insurance segment in India?,What are the biggest acquisitions in 2020?,0.67147624
What are the risks in the motor insurance segment in India?,How impacted is the airline industry in 2020?,0.62999654
What are the risks in the motor insurance segment in India?,What are the most prominent bankruptcies in 2020?,0.6457479
What is the demand potential of India for insurance?,How do premiums break down by lines of business in India?,0.50776654
What is the demand potential of India for insurance?,What is the share price of Qantas?,0.6777524
What is the demand potential of India for insurance?,How many passengers are carried in ?,0.48221982
What is the demand potential of India for insurance?,Which are the aircrafts manufactured by Boeing?,0.5444218
What is the demand potential of India for insurance?,Kdo je nejv?tí konkurent ?eské Poji?ovny?,0.04279318
What is the demand potential of India for insurance?,Which are the top airports?,0.59421307
What is the demand potential of India for insurance?,How many fatal air accidents till date?,0.3805529
What is the demand potential of India for insurance?,What is the flow of air traffic in North America?,0.59155905
What is the demand potential of India for insurance?,What is the fleet of Airbus?,0.65183985
What is the demand potential of India for insurance?,Airlines profitability Brazil?,0.23792344
What is the demand potential of India for insurance?,Mergers among airline companies?,0.2621377
What is the demand potential of India for insurance?,Which are the most profitable airports?,0.6015005
What is the demand potential of India for insurance?,What has the capacity movement of airline companies been over the years?,0.68312037
What is the demand potential of India for insurance?,Details of the Aban Abraham oil rig?,0.314467
What is the demand potential of India for insurance?,How big is the airlines industry in China?,0.648103
What is the demand potential of India for insurance?,How much money did Lloyd's of London make last year?,0.51526856
What is the demand potential of India for insurance?,What was the Calendar year COR versus the Accident year COR for Lloyd's?,0.49766013
What is the demand potential of India for insurance?,Which Lloyd's syndicates owns the maximum number of assets?,0.5072112
What is the demand potential of India for insurance?,List key performance indicators for AXA?,0.4294213
What is the demand potential of India for insurance?,What are the most prominent legal cases?,0.5953307
What is the demand potential of India for insurance?,How does oil industry perform in Brazil?,0.585598
What is the demand potential of India for insurance?,What is the main driver of growth in automobile industry in Europe?,0.6934741
What is the demand potential of India for insurance?,Which country in Europe is going to grow the most in 2020?,0.72080207
What is the demand potential of India for insurance?,What are the biggest acquisitions in 2020?,0.644614
What is the demand potential of India for insurance?,How impacted is the airline industry in 2020?,0.6050594
What is the demand potential of India for insurance?,What are the most prominent bankruptcies in 2020?,0.56753916
How do premiums break down by lines of business in India?,What is the share price of Qantas?,0.5316031
How do premiums break down by lines of business in India?,How many passengers are carried in ?,0.5299022
How do premiums break down by lines of business in India?,Which are the aircrafts manufactured by Boeing?,0.423934
How do premiums break down by lines of business in India?,Kdo je nejv?tí konkurent ?eské Poji?ovny?,0.046729274
How do premiums break down by lines of business in India?,Which are the top airports?,0.48990273
How do premiums break down by lines of business in India?,How many fatal air accidents till date?,0.47127658
How do premiums break down by lines of business in India?,What is the flow of air traffic in North America?,0.50473857
How do premiums break down by lines of business in India?,What is the fleet of Airbus?,0.49102247
How do premiums break down by lines of business in India?,Airlines profitability Brazil?,0.26425093
How do premiums break down by lines of business in India?,Mergers among airline companies?,0.28268734
How do premiums break down by lines of business in India?,Which are the most profitable airports?,0.51965666
How do premiums break down by lines of business in India?,What has the capacity movement of airline companies been over the years?,0.5683844
How do premiums break down by lines of business in India?,Details of the Aban Abraham oil rig?,0.20100467
How do premiums break down by lines of business in India?,How big is the airlines industry in China?,0.6151727
How do premiums break down by lines of business in India?,How much money did Lloyd's of London make last year?,0.6030433
How do premiums break down by lines of business in India?,What was the Calendar year COR versus the Accident year COR for Lloyd's?,0.44820493
How do premiums break down by lines of business in India?,Which Lloyd's syndicates owns the maximum number of assets?,0.46398807
How do premiums break down by lines of business in India?,List key performance indicators for AXA?,0.3236785
How do premiums break down by lines of business in India?,What are the most prominent legal cases?,0.44443196
How do premiums break down by lines of business in India?,How does oil industry perform in Brazil?,0.6129507
How do premiums break down by lines of business in India?,What is the main driver of growth in automobile industry in Europe?,0.5502396
How do premiums break down by lines of business in India?,Which country in Europe is going to grow the most in 2020?,0.567533
How do premiums break down by lines of business in India?,What are the biggest acquisitions in 2020?,0.54324156
How do premiums break down by lines of business in India?,How impacted is the airline industry in 2020?,0.6117096
How do premiums break down by lines of business in India?,What are the most prominent bankruptcies in 2020?,0.5336927
What is the share price of Qantas?,How many passengers are carried in ?,0.41994733
What is the share price of Qantas?,Which are the aircrafts manufactured by Boeing?,0.48399603
What is the share price of Qantas?,Kdo je nejv?tí konkurent ?eské Poji?ovny?,0.049955957
What is the share price of Qantas?,Which are the top airports?,0.5435598
What is the share price of Qantas?,How many fatal air accidents till date?,0.30708146
What is the share price of Qantas?,What is the flow of air traffic in North America?,0.5478842
What is the share price of Qantas?,What is the fleet of Airbus?,0.6369638
What is the share price of Qantas?,Airlines profitability Brazil?,0.22497539
What is the share price of Qantas?,Mergers among airline companies?,0.2426165
What is the share price of Qantas?,Which are the most profitable airports?,0.5692108
What is the share price of Qantas?,What has the capacity movement of airline companies been over the years?,0.57510877
What is the share price of Qantas?,Details of the Aban Abraham oil rig?,0.31336758
What is the share price of Qantas?,How big is the airlines industry in China?,0.5824693
What is the share price of Qantas?,How much money did Lloyd's of London make last year?,0.49903646
What is the share price of Qantas?,What was the Calendar year COR versus the Accident year COR for Lloyd's?,0.52517426
What is the share price of Qantas?,Which Lloyd's syndicates owns the maximum number of assets?,0.49735308
What is the share price of Qantas?,List key performance indicators for AXA?,0.33866876
What is the share price of Qantas?,What are the most prominent legal cases?,0.5511998
What is the share price of Qantas?,How does oil industry perform in Brazil?,0.55481493
What is the share price of Qantas?,What is the main driver of growth in automobile industry in Europe?,0.59858465
What is the share price of Qantas?,Which country in Europe is going to grow the most in 2020?,0.6094237
What is the share price of Qantas?,What are the biggest acquisitions in 2020?,0.6135975
What is the share price of Qantas?,How impacted is the airline industry in 2020?,0.54958004
What is the share price of Qantas?,What are the most prominent bankruptcies in 2020?,0.52300614
How many passengers are carried in ?,Which are the aircrafts manufactured by Boeing?,0.5932138
How many passengers are carried in ?,Kdo je nejv?tí konkurent ?eské Poji?ovny?,0.032452468
How many passengers are carried in ?,Which are the top airports?,0.55499667
How many passengers are carried in ?,How many fatal air accidents till date?,0.58418584
How many passengers are carried in ?,What is the flow of air traffic in North America?,0.5467982
How many passengers are carried in ?,What is the fleet of Airbus?,0.51936305
How many passengers are carried in ?,Airlines profitability Brazil?,0.25602406
How many passengers are carried in ?,Mergers among airline companies?,0.37578273
How many passengers are carried in ?,Which are the most profitable airports?,0.54665995
How many passengers are carried in ?,What has the capacity movement of airline companies been over the years?,0.5963161
How many passengers are carried in ?,Details of the Aban Abraham oil rig?,0.23446184
How many passengers are carried in ?,How big is the airlines industry in China?,0.6192635
How many passengers are carried in ?,How much money did Lloyd's of London make last year?,0.5341433
How many passengers are carried in ?,What was the Calendar year COR versus the Accident year COR for Lloyd's?,0.38655
How many passengers are carried in ?,Which Lloyd's syndicates owns the maximum number of assets?,0.4291058
How many passengers are carried in ?,List key performance indicators for AXA?,0.27355283
How many passengers are carried in ?,What are the most prominent legal cases?,0.5528892
How many passengers are carried in ?,How does oil industry perform in Brazil?,0.507198
How many passengers are carried in ?,What is the main driver of growth in automobile industry in Europe?,0.4634894
How many passengers are carried in ?,Which country in Europe is going to grow the most in 2020?,0.5599247
How many passengers are carried in ?,What are the biggest acquisitions in 2020?,0.5206156
How many passengers are carried in ?,How impacted is the airline industry in 2020?,0.5915979
How many passengers are carried in ?,What are the most prominent bankruptcies in 2020?,0.5794716
Which are the aircrafts manufactured by Boeing?,Kdo je nejv?tí konkurent ?eské Poji?ovny?,0.013050422
Which are the aircrafts manufactured by Boeing?,Which are the top airports?,0.6576729
Which are the aircrafts manufactured by Boeing?,How many fatal air accidents till date?,0.39934236
Which are the aircrafts manufactured by Boeing?,What is the flow of air traffic in North America?,0.47696558
Which are the aircrafts manufactured by Boeing?,What is the fleet of Airbus?,0.61844397
Which are the aircrafts manufactured by Boeing?,Airlines profitability Brazil?,0.23712456
Which are the aircrafts manufactured by Boeing?,Mergers among airline companies?,0.2588024
Which are the aircrafts manufactured by Boeing?,Which are the most profitable airports?,0.6342201
Which are the aircrafts manufactured by Boeing?,What has the capacity movement of airline companies been over the years?,0.54285836
Which are the aircrafts manufactured by Boeing?,Details of the Aban Abraham oil rig?,0.24744552
Which are the aircrafts manufactured by Boeing?,How big is the airlines industry in China?,0.5239743
Which are the aircrafts manufactured by Boeing?,How much money did Lloyd's of London make last year?,0.3380972
Which are the aircrafts manufactured by Boeing?,What was the Calendar year COR versus the Accident year COR for Lloyd's?,0.40831536
Which are the aircrafts manufactured by Boeing?,Which Lloyd's syndicates owns the maximum number of assets?,0.4939828
Which are the aircrafts manufactured by Boeing?,List key performance indicators for AXA?,0.26222205
Which are the aircrafts manufactured by Boeing?,What are the most prominent legal cases?,0.54269826
Which are the aircrafts manufactured by Boeing?,How does oil industry perform in Brazil?,0.39851514
Which are the aircrafts manufactured by Boeing?,What is the main driver of growth in automobile industry in Europe?,0.48561612
Which are the aircrafts manufactured by Boeing?,Which country in Europe is going to grow the most in 2020?,0.56979
Which are the aircrafts manufactured by Boeing?,What are the biggest acquisitions in 2020?,0.5524398
Which are the aircrafts manufactured by Boeing?,How impacted is the airline industry in 2020?,0.49426684
Which are the aircrafts manufactured by Boeing?,What are the most prominent bankruptcies in 2020?,0.5439682
Kdo je nejv?tí konkurent ?eské Poji?ovny?,Which are the top airports?,0.054325055
Kdo je nejv?tí konkurent ?eské Poji?ovny?,How many fatal air accidents till date?,0.13228062
Kdo je nejv?tí konkurent ?eské Poji?ovny?,What is the flow of air traffic in North America?,0.0544747
Kdo je nejv?tí konkurent ?eské Poji?ovny?,What is the fleet of Airbus?,0.046164602
Kdo je nejv?tí konkurent ?eské Poji?ovny?,Airlines profitability Brazil?,0.079965875
Kdo je nejv?tí konkurent ?eské Poji?ovny?,Mergers among airline companies?,0.026952581
Kdo je nejv?tí konkurent ?eské Poji?ovny?,Which are the most profitable airports?,0.024729991
Kdo je nejv?tí konkurent ?eské Poji?ovny?,What has the capacity movement of airline companies been over the years?,0.05341869
Kdo je nejv?tí konkurent ?eské Poji?ovny?,Details of the Aban Abraham oil rig?,0.07093677
Kdo je nejv?tí konkurent ?eské Poji?ovny?,How big is the airlines industry in China?,0.055608146
Kdo je nejv?tí konkurent ?eské Poji?ovny?,How much money did Lloyd's of London make last year?,0.062533006
Kdo je nejv?tí konkurent ?eské Poji?ovny?,What was the Calendar year COR versus the Accident year COR for Lloyd's?,0.13487345
Kdo je nejv?tí konkurent ?eské Poji?ovny?,Which Lloyd's syndicates owns the maximum number of assets?,0.002006188
Kdo je nejv?tí konkurent ?eské Poji?ovny?,List key performance indicators for AXA?,0.035943616
Kdo je nejv?tí konkurent ?eské Poji?ovny?,What are the most prominent legal cases?,0.01769572
Kdo je nejv?tí konkurent ?eské Poji?ovny?,How does oil industry perform in Brazil?,0.07660568
Kdo je nejv?tí konkurent ?eské Poji?ovny?,What is the main driver of growth in automobile industry in Europe?,0.073498905
Kdo je nejv?tí konkurent ?eské Poji?ovny?,Which country in Europe is going to grow the most in 2020?,0.054236427
Kdo je nejv?tí konkurent ?eské Poji?ovny?,What are the biggest acquisitions in 2020?,0.05726544
Kdo je nejv?tí konkurent ?eské Poji?ovny?,How impacted is the airline industry in 2020?,0.0041061975
Kdo je nejv?tí konkurent ?eské Poji?ovny?,What are the most prominent bankruptcies in 2020?,0.05366034
Which are the top airports?,How many fatal air accidents till date?,0.3265321
Which are the top airports?,What is the flow of air traffic in North America?,0.495579
Which are the top airports?,What is the fleet of Airbus?,0.5886985
Which are the top airports?,Airlines profitability Brazil?,0.11148762
Which are the top airports?,Mergers among airline companies?,0.27732557
Which are the top airports?,Which are the most profitable airports?,0.81334686
Which are the top airports?,What has the capacity movement of airline companies been over the years?,0.48647982
Which are the top airports?,Details of the Aban Abraham oil rig?,0.21007514
Which are the top airports?,How big is the airlines industry in China?,0.5583106
Which are the top airports?,How much money did Lloyd's of London make last year?,0.47072777
Which are the top airports?,What was the Calendar year COR versus the Accident year COR for Lloyd's?,0.4687535
Which are the top airports?,Which Lloyd's syndicates owns the maximum number of assets?,0.57992405
Which are the top airports?,List key performance indicators for AXA?,0.40771943
Which are the top airports?,What are the most prominent legal cases?,0.73680913
Which are the top airports?,How does oil industry perform in Brazil?,0.4608155
Which are the top airports?,What is the main driver of growth in automobile industry in Europe?,0.53692627
Which are the top airports?,Which country in Europe is going to grow the most in 2020?,0.7151761
Which are the top airports?,What are the biggest acquisitions in 2020?,0.6803355
Which are the top airports?,How impacted is the airline industry in 2020?,0.46708304
Which are the top airports?,What are the most prominent bankruptcies in 2020?,0.69603026
How many fatal air accidents till date?,What is the flow of air traffic in North America?,0.55419743
How many fatal air accidents till date?,What is the fleet of Airbus?,0.38069654
How many fatal air accidents till date?,Airlines profitability Brazil?,0.13462488
How many fatal air accidents till date?,Mergers among airline companies?,0.29617468
How many fatal air accidents till date?,Which are the most profitable airports?,0.36570317
How many fatal air accidents till date?,What has the capacity movement of airline companies been over the years?,0.43927765
How many fatal air accidents till date?,Details of the Aban Abraham oil rig?,0.27569658
How many fatal air accidents till date?,How big is the airlines industry in China?,0.4961306
How many fatal air accidents till date?,How much money did Lloyd's of London make last year?,0.4407757
How many fatal air accidents till date?,What was the Calendar year COR versus the Accident year COR for Lloyd's?,0.37652045
How many fatal air accidents till date?,Which Lloyd's syndicates owns the maximum number of assets?,0.30563962
How many fatal air accidents till date?,List key performance indicators for AXA?,0.17745496
How many fatal air accidents till date?,What are the most prominent legal cases?,0.37765613
How many fatal air accidents till date?,How does oil industry perform in Brazil?,0.48683706
How many fatal air accidents till date?,What is the main driver of growth in automobile industry in Europe?,0.4391892
How many fatal air accidents till date?,Which country in Europe is going to grow the most in 2020?,0.396884
How many fatal air accidents till date?,What are the biggest acquisitions in 2020?,0.38581288
How many fatal air accidents till date?,How impacted is the airline industry in 2020?,0.47821474
How many fatal air accidents till date?,What are the most prominent bankruptcies in 2020?,0.4605187
What is the flow of air traffic in North America?,What is the fleet of Airbus?,0.5933355
What is the flow of air traffic in North America?,Airlines profitability Brazil?,0.2374515
What is the flow of air traffic in North America?,Mergers among airline companies?,0.28523558
What is the flow of air traffic in North America?,Which are the most profitable airports?,0.47388092
What is the flow of air traffic in North America?,What has the capacity movement of airline companies been over the years?,0.623244
What is the flow of air traffic in North America?,Details of the Aban Abraham oil rig?,0.27690864
What is the flow of air traffic in North America?,How big is the airlines industry in China?,0.57386374
